id_log_transaccion,id_tipo_transaccion,id_tarjeta,id_cuenta_c,id_cuenta_d,id_estado_transaccion,fecha_operacion,fecha,hora,monto_operacion
16491,3,2,,2,1,2021-06-15 10:00:00,2021-06-15,10:00:00,109
16492,1,1,1,,1,2021-06-15 10:00:00,2021-06-15,10:00:00,12
16493,2,,4,7,1,2021-06-15 10:00:00,2021-06-15,10:00:00,3
16494,1,5,1,,1,2021-06-15 10:00:00,2021-06-15,10:00:00,10
16495,1,11,1,,2,2021-06-15 10:00:00,2021-06-15,10:00:00,19
16496,2,,5,1,1,2021-06-15 10:00:00,2021-06-15,10:00:00,8
16497,1,1,1,,1,2021-06-15 11:00:00,2021-06-15,11:00:00,19
16498,2,,7,6,1,2021-06-15 11:00:00,2021-06-15,11:00:00,12
16499,2,,6,5,1,2021-06-15 11:00:00,2021-06-15,11:00:00,11
16500,2,,6,8,1,2021-06-15 11:00:00,2021-06-15,11:00:00,1
16501,4,,8,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,148
16502,2,,5,8,1,2021-06-15 11:00:00,2021-06-15,11:00:00,3
16503,2,,1,9,1,2021-06-15 11:00:00,2021-06-15,11:00:00,7
16504,3,6,,6,1,2021-06-15 11:00:00,2021-06-15,11:00:00,2
16505,3,5,,5,2,2021-06-15 11:00:00,2021-06-15,11:00:00,50
16506,3,4,,4,1,2021-06-15 11:00:00,2021-06-15,11:00:00,8
16507,1,4,1,,1,2021-06-15 11:00:00,2021-06-15,11:00:00,19
16508,1,9,1,,2,2021-06-15 11:00:00,2021-06-15,11:00:00,12
16509,2,,6,9,1,2021-06-15 11:00:00,2021-06-15,11:00:00,9
16510,3,1,,1,1,2021-06-15 11:00:00,2021-06-15,11:00:00,31
16511,2,,11,9,2,2021-06-15 11:00:00,2021-06-15,11:00:00,14
16512,1,10,1,,1,2021-06-15 11:00:00,2021-06-15,11:00:00,9
16513,3,5,,5,2,2021-06-15 11:00:00,2021-06-15,11:00:00,33
16514,3,1,,1,1,2021-06-15 11:00:00,2021-06-15,11:00:00,8
16515,3,1,,1,1,2021-06-15 11:00:00,2021-06-15,11:00:00,1
16516,3,7,,7,1,2021-06-15 12:00:00,2021-06-15,12:00:00,44
16517,1,4,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,8
16518,2,,10,4,2,2021-06-15 12:00:00,2021-06-15,12:00:00,19
16519,2,,4,9,2,2021-06-15 12:00:00,2021-06-15,12:00:00,16
16520,1,8,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,1
16521,1,7,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,17
16522,1,6,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,16
16523,1,6,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,16
16524,1,10,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,5
16525,2,,6,11,1,2021-06-15 12:00:00,2021-06-15,12:00:00,2
16526,1,7,1,,1,2021-06-15 12:00:00,2021-06-15,12:00:00,16
16527,1,9,1,,2,2021-06-15 12:00:00,2021-06-15,12:00:00,18
16528,2,,3,10,1,2021-06-15 12:00:00,2021-06-15,12:00:00,7
16529,3,2,,2,1,2021-06-15 12:00:00,2021-06-15,12:00:00,5
16530,1,10,1,,1,2021-06-15 13:00:00,2021-06-15,13:00:00,15
16531,3,4,,4,2,2021-06-15 13:00:00,2021-06-15,13:00:00,41
16532,3,4,,4,2,2021-06-15 13:00:00,2021-06-15,13:00:00,37
16533,3,5,,5,2,2021-06-15 13:00:00,2021-06-15,13:00:00,20
16534,2,,8,1,1,2021-06-15 13:00:00,2021-06-15,13:00:00,15
16535,1,2,1,,1,2021-06-15 13:00:00,2021-06-15,13:00:00,7
16536,3,6,,6,1,2021-06-15 13:00:00,2021-06-15,13:00:00,4
16537,2,,2,6,1,2021-06-15 13:00:00,2021-06-15,13:00:00,12
16538,1,11,1,,2,2021-06-15 13:00:00,2021-06-15,13:00:00,5
16539,3,1,,1,1,2021-06-15 13:00:00,2021-06-15,13:00:00,0
16540,3,9,,9,2,2021-06-15 13:00:00,2021-06-15,13:00:00,54
16541,1,1,1,,1,2021-06-15 13:00:00,2021-06-15,13:00:00,10
16542,1,4,1,,1,2021-06-15 13:00:00,2021-06-15,13:00:00,15
16543,3,3,,3,1,2021-06-15 13:00:00,2021-06-15,13:00:00,22
16544,2,,2,10,1,2021-06-15 13:00:00,2021-06-15,13:00:00,19
16545,3,1,,1,1,2021-06-15 13:00:00,2021-06-15,13:00:00,7
16546,2,,11,4,1,2021-06-15 14:00:00,2021-06-15,14:00:00,1
16547,1,9,1,,2,2021-06-15 14:00:00,2021-06-15,14:00:00,20
16548,1,2,1,,1,2021-06-15 14:00:00,2021-06-15,14:00:00,10
16549,1,5,1,,1,2021-06-15 14:00:00,2021-06-15,14:00:00,19
16550,3,10,,10,1,2021-06-15 14:00:00,2021-06-15,14:00:00,38
16551,1,8,1,,1,2021-06-15 14:00:00,2021-06-15,14:00:00,1
16552,3,5,,5,2,2021-06-15 14:00:00,2021-06-15,14:00:00,17
16553,3,11,,11,2,2021-06-15 14:00:00,2021-06-15,14:00:00,120
16554,2,,2,10,1,2021-06-15 14:00:00,2021-06-15,14:00:00,10
16555,2,,8,3,1,2021-06-15 14:00:00,2021-06-15,14:00:00,8
16556,3,10,,10,1,2021-06-15 14:00:00,2021-06-15,14:00:00,2
16557,3,11,,11,2,2021-06-15 14:00:00,2021-06-15,14:00:00,156
16558,3,4,,4,2,2021-06-15 14:00:00,2021-06-15,14:00:00,51
16559,1,6,1,,1,2021-06-15 15:00:00,2021-06-15,15:00:00,15
16560,3,9,,9,2,2021-06-15 15:00:00,2021-06-15,15:00:00,45
16561,3,1,,1,1,2021-06-15 15:00:00,2021-06-15,15:00:00,1
16562,3,5,,5,2,2021-06-15 15:00:00,2021-06-15,15:00:00,28
16563,1,11,1,,2,2021-06-15 15:00:00,2021-06-15,15:00:00,9
16564,1,4,1,,1,2021-06-15 15:00:00,2021-06-15,15:00:00,20
16565,1,6,1,,1,2021-06-15 15:00:00,2021-06-15,15:00:00,7
16566,2,,10,3,1,2021-06-15 15:00:00,2021-06-15,15:00:00,10
16567,2,,9,7,1,2021-06-15 15:00:00,2021-06-15,15:00:00,7
16568,2,,7,11,1,2021-06-15 15:00:00,2021-06-15,15:00:00,5
16569,2,,9,2,1,2021-06-15 16:00:00,2021-06-15,16:00:00,11
16570,3,4,,4,2,2021-06-15 16:00:00,2021-06-15,16:00:00,47
16571,1,9,1,,2,2021-06-15 16:00:00,2021-06-15,16:00:00,13
16572,3,10,,10,1,2021-06-15 16:00:00,2021-06-15,16:00:00,10
16573,3,3,,3,1,2021-06-15 16:00:00,2021-06-15,16:00:00,18
16574,1,6,1,,1,2021-06-15 16:00:00,2021-06-15,16:00:00,20
16575,1,5,1,,1,2021-06-15 16:00:00,2021-06-15,16:00:00,4
16576,2,,5,10,1,2021-06-15 16:00:00,2021-06-15,16:00:00,19
16577,1,10,1,,1,2021-06-15 16:00:00,2021-06-15,16:00:00,16
16578,2,,10,8,1,2021-06-15 16:00:00,2021-06-15,16:00:00,3
16579,1,3,1,,1,2021-06-15 16:00:00,2021-06-15,16:00:00,1
16580,3,7,,7,1,2021-06-15 16:00:00,2021-06-15,16:00:00,17
16581,3,6,,6,1,2021-06-15 17:00:00,2021-06-15,17:00:00,14
16582,3,9,,9,2,2021-06-15 17:00:00,2021-06-15,17:00:00,56
16583,1,9,1,,2,2021-06-15 17:00:00,2021-06-15,17:00:00,7
16584,1,5,1,,1,2021-06-15 17:00:00,2021-06-15,17:00:00,8
16585,3,6,,6,1,2021-06-15 17:00:00,2021-06-15,17:00:00,40
16586,1,9,1,,2,2021-06-15 17:00:00,2021-06-15,17:00:00,16
16587,3,2,,2,1,2021-06-15 17:00:00,2021-06-15,17:00:00,14
16588,2,,7,5,1,2021-06-15 17:00:00,2021-06-15,17:00:00,13
16589,3,3,,3,1,2021-06-15 17:00:00,2021-06-15,17:00:00,5
16590,2,,8,1,1,2021-06-15 17:00:00,2021-06-15,17:00:00,17
16591,1,4,1,,1,2021-06-15 17:00:00,2021-06-15,17:00:00,2
16592,3,10,,10,1,2021-06-15 17:00:00,2021-06-15,17:00:00,28
16593,3,4,,4,2,2021-06-15 17:00:00,2021-06-15,17:00:00,49
16594,1,3,1,,1,2021-06-15 17:00:00,2021-06-15,17:00:00,2
16595,3,3,,3,1,2021-06-15 17:00:00,2021-06-15,17:00:00,3
16596,3,9,,9,2,2021-06-15 17:00:00,2021-06-15,17:00:00,83
16597,2,,5,3,1,2021-06-15 17:00:00,2021-06-15,17:00:00,13
16598,2,,1,7,1,2021-06-15 18:00:00,2021-06-15,18:00:00,18
16599,2,,10,7,2,2021-06-15 18:00:00,2021-06-15,18:00:00,9
16600,2,,8,9,1,2021-06-15 18:00:00,2021-06-15,18:00:00,16
16601,3,10,,10,1,2021-06-15 18:00:00,2021-06-15,18:00:00,3
16602,1,2,1,,1,2021-06-15 18:00:00,2021-06-15,18:00:00,19
16603,3,6,,6,1,2021-06-15 18:00:00,2021-06-15,18:00:00,8
16604,3,8,,8,1,2021-06-15 18:00:00,2021-06-15,18:00:00,16
16605,1,2,1,,1,2021-06-15 18:00:00,2021-06-15,18:00:00,5
16606,3,5,,5,1,2021-06-15 18:00:00,2021-06-15,18:00:00,6
16607,1,4,1,,1,2021-06-15 18:00:00,2021-06-15,18:00:00,15
16608,2,,5,11,1,2021-06-15 18:00:00,2021-06-15,18:00:00,10
16609,3,2,,2,1,2021-06-15 18:00:00,2021-06-15,18:00:00,1
16610,3,1,,1,1,2021-06-15 18:00:00,2021-06-15,18:00:00,1
16611,3,6,,6,1,2021-06-15 18:00:00,2021-06-15,18:00:00,7
16612,2,,4,6,1,2021-06-15 18:00:00,2021-06-15,18:00:00,7
16613,3,10,,10,1,2021-06-15 18:00:00,2021-06-15,18:00:00,1
16614,3,8,,8,1,2021-06-15 18:00:00,2021-06-15,18:00:00,8
16615,2,,11,5,1,2021-06-15 18:00:00,2021-06-15,18:00:00,2
16616,1,2,1,,1,2021-06-15 18:00:00,2021-06-15,18:00:00,13
16617,3,8,,8,1,2021-06-15 18:00:00,2021-06-15,18:00:00,21
16618,2,,3,4,2,2021-06-15 19:00:00,2021-06-15,19:00:00,17
16619,1,3,1,,1,2021-06-15 19:00:00,2021-06-15,19:00:00,8
16620,2,,6,5,1,2021-06-15 19:00:00,2021-06-15,19:00:00,9
16621,2,,2,7,2,2021-06-15 19:00:00,2021-06-15,19:00:00,11
16622,1,3,1,,1,2021-06-15 19:00:00,2021-06-15,19:00:00,19
16623,1,3,1,,1,2021-06-15 19:00:00,2021-06-15,19:00:00,14
16624,3,2,,2,1,2021-06-15 19:00:00,2021-06-15,19:00:00,4
16625,2,,3,2,1,2021-06-15 19:00:00,2021-06-15,19:00:00,11
16626,1,8,1,,1,2021-06-15 19:00:00,2021-06-15,19:00:00,12
16627,1,9,1,,2,2021-06-15 19:00:00,2021-06-15,19:00:00,12
16628,3,4,,4,2,2021-06-15 19:00:00,2021-06-15,19:00:00,47
16629,3,7,,7,2,2021-06-15 19:00:00,2021-06-15,19:00:00,3
16630,3,2,,2,1,2021-06-15 19:00:00,2021-06-15,19:00:00,26
16631,2,,10,1,1,2021-06-15 19:00:00,2021-06-15,19:00:00,5
16632,3,3,,3,2,2021-06-15 20:00:00,2021-06-15,20:00:00,44
16633,3,3,,3,1,2021-06-15 20:00:00,2021-06-15,20:00:00,10
16634,1,2,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,9
16635,3,10,,10,1,2021-06-15 20:00:00,2021-06-15,20:00:00,0
16636,2,,1,9,1,2021-06-15 20:00:00,2021-06-15,20:00:00,7
16637,2,,4,7,2,2021-06-15 20:00:00,2021-06-15,20:00:00,2
16638,3,2,,2,1,2021-06-15 20:00:00,2021-06-15,20:00:00,16
16639,2,,6,11,1,2021-06-15 20:00:00,2021-06-15,20:00:00,2
16640,1,10,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,8
16641,1,4,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,7
16642,1,1,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,3
16643,1,4,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,14
16644,3,4,,4,1,2021-06-15 21:00:00,2021-06-15,21:00:00,7
16645,3,1,,1,1,2021-06-15 20:00:00,2021-06-15,20:00:00,1
16646,2,,3,9,2,2021-06-15 20:00:00,2021-06-15,20:00:00,18
16647,3,5,,5,2,2021-06-15 20:00:00,2021-06-15,20:00:00,30
16648,3,11,,11,2,2021-06-15 20:00:00,2021-06-15,20:00:00,239
16649,1,3,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,20
16650,3,9,,9,2,2021-06-15 20:00:00,2021-06-15,20:00:00,112
16651,3,10,,10,1,2021-06-15 20:00:00,2021-06-15,20:00:00,6
16652,1,10,1,,1,2021-06-15 20:00:00,2021-06-15,20:00:00,6
16653,2,,9,1,1,2021-06-15 21:00:00,2021-06-15,21:00:00,5
16654,3,8,,8,1,2021-06-15 21:00:00,2021-06-15,21:00:00,2
16655,1,5,1,,1,2021-06-15 21:00:00,2021-06-15,21:00:00,4
16656,2,,6,1,1,2021-06-15 21:00:00,2021-06-15,21:00:00,6
16657,1,8,1,,1,2021-06-15 21:00:00,2021-06-15,21:00:00,9
16658,1,4,1,,1,2021-06-15 21:00:00,2021-06-15,21:00:00,2
16659,1,8,1,,1,2021-06-15 21:00:00,2021-06-15,21:00:00,15
16660,3,8,,8,1,2021-06-15 21:00:00,2021-06-15,21:00:00,2
16661,1,3,1,,1,2021-06-15 21:00:00,2021-06-15,21:00:00,5
16662,2,,7,5,1,2021-06-15 21:00:00,2021-06-15,21:00:00,8
16663,2,,4,3,2,2021-06-15 21:00:00,2021-06-15,21:00:00,19
16664,2,,1,2,1,2021-06-15 21:00:00,2021-06-15,21:00:00,3
16665,2,,5,1,1,2021-06-15 21:00:00,2021-06-15,21:00:00,15
16666,3,11,,11,2,2021-06-15 21:00:00,2021-06-15,21:00:00,68
16667,1,7,1,,1,2021-06-15 21:00:00,2021-06-15,21:00:00,17
16668,2,,4,5,1,2021-06-15 21:00:00,2021-06-15,21:00:00,3
16669,3,5,,5,2,2021-06-15 22:00:00,2021-06-15,22:00:00,65
16670,2,,5,10,1,2021-06-15 22:00:00,2021-06-15,22:00:00,7
16671,3,5,,5,2,2021-06-15 22:00:00,2021-06-15,22:00:00,79
16672,1,8,1,,1,2021-06-15 22:00:00,2021-06-15,22:00:00,19
16673,1,2,1,,1,2021-06-15 22:00:00,2021-06-15,22:00:00,19
16674,1,10,1,,1,2021-06-15 22:00:00,2021-06-15,22:00:00,4
16675,1,5,1,,1,2021-06-15 22:00:00,2021-06-15,22:00:00,5
16676,3,7,,7,1,2021-06-15 22:00:00,2021-06-15,22:00:00,1
16677,2,,6,7,2,2021-06-15 22:00:00,2021-06-15,22:00:00,20
16678,3,1,,1,1,2021-06-15 22:00:00,2021-06-15,22:00:00,2
16679,2,,7,9,2,2021-06-15 23:00:00,2021-06-15,23:00:00,15
16680,3,11,,11,2,2021-06-15 23:00:00,2021-06-15,23:00:00,29
16681,3,3,,3,1,2021-06-15 23:00:00,2021-06-15,23:00:00,1
16682,1,4,1,,1,2021-06-15 23:00:00,2021-06-15,23:00:00,6
16683,1,3,1,,1,2021-06-15 23:00:00,2021-06-15,23:00:00,4
16684,2,,4,7,2,2021-06-15 23:00:00,2021-06-15,23:00:00,16
16685,2,,10,8,1,2021-06-15 23:00:00,2021-06-15,23:00:00,10
16686,1,10,1,,1,2021-06-15 23:00:00,2021-06-15,23:00:00,5
16687,2,,7,6,1,2021-06-15 23:00:00,2021-06-15,23:00:00,7
16688,2,,11,6,1,2021-06-15 23:00:00,2021-06-15,23:00:00,20
16689,3,3,,3,2,2021-06-15 23:00:00,2021-06-15,23:00:00,58
16690,3,11,,11,2,2021-06-15 23:00:00,2021-06-15,23:00:00,34
16691,1,9,1,,2,2021-06-15 23:00:00,2021-06-15,23:00:00,10
16692,1,4,1,,1,2021-06-15 23:00:00,2021-06-15,23:00:00,5
16693,3,1,,1,1,2021-06-15 23:00:00,2021-06-15,23:00:00,1
16694,3,7,,7,2,2021-06-15 23:00:00,2021-06-15,23:00:00,32
16695,1,7,1,,1,2021-06-16 00:00:00,2021-06-16,00:00:00,11
16696,2,,1,4,2,2021-06-16 00:00:00,2021-06-16,00:00:00,20
16697,2,,3,1,1,2021-06-16 00:00:00,2021-06-16,00:00:00,16
16698,3,4,,4,2,2021-06-16 00:00:00,2021-06-16,00:00:00,37
16699,3,9,,9,1,2021-06-16 00:00:00,2021-06-16,00:00:00,11
16700,2,,6,2,1,2021-06-16 00:00:00,2021-06-16,00:00:00,12
16701,2,,4,8,1,2021-06-16 00:00:00,2021-06-16,00:00:00,19
16702,2,,3,9,2,2021-06-16 00:00:00,2021-06-16,00:00:00,12
16703,2,,6,8,1,2021-06-16 00:00:00,2021-06-16,00:00:00,6
16704,3,4,,4,2,2021-06-16 00:00:00,2021-06-16,00:00:00,73
16705,1,9,1,,1,2021-06-16 00:00:00,2021-06-16,00:00:00,13
16706,2,,3,1,1,2021-06-16 00:00:00,2021-06-16,00:00:00,18
16707,1,1,1,,1,2021-06-16 00:00:00,2021-06-16,00:00:00,14
16708,3,3,,3,1,2021-06-16 01:00:00,2021-06-16,01:00:00,20
16709,3,5,,5,1,2021-06-16 01:00:00,2021-06-16,01:00:00,12
16710,1,6,1,,1,2021-06-16 01:00:00,2021-06-16,01:00:00,4
16711,2,,4,7,1,2021-06-16 01:00:00,2021-06-16,01:00:00,12
16712,3,2,,2,1,2021-06-16 01:00:00,2021-06-16,01:00:00,19
16713,1,9,1,,2,2021-06-16 01:00:00,2021-06-16,01:00:00,15
16714,3,7,,7,2,2021-06-16 01:00:00,2021-06-16,01:00:00,33
16715,1,1,1,,1,2021-06-16 01:00:00,2021-06-16,01:00:00,6
16716,2,,10,6,1,2021-06-16 01:00:00,2021-06-16,01:00:00,5
16717,3,7,,7,2,2021-06-16 01:00:00,2021-06-16,01:00:00,36
16718,3,11,,11,2,2021-06-16 01:00:00,2021-06-16,01:00:00,230
16719,3,5,,5,2,2021-06-16 02:00:00,2021-06-16,02:00:00,60
16720,1,3,1,,1,2021-06-16 02:00:00,2021-06-16,02:00:00,18
16721,2,,11,4,1,2021-06-16 02:00:00,2021-06-16,02:00:00,17
16722,1,10,1,,1,2021-06-16 02:00:00,2021-06-16,02:00:00,1
16723,1,6,1,,1,2021-06-16 02:00:00,2021-06-16,02:00:00,1
16724,1,7,1,,1,2021-06-16 02:00:00,2021-06-16,02:00:00,7
16725,3,7,,7,2,2021-06-16 02:00:00,2021-06-16,02:00:00,33
16726,3,6,,6,1,2021-06-16 02:00:00,2021-06-16,02:00:00,8
16727,2,,9,3,1,2021-06-16 02:00:00,2021-06-16,02:00:00,6
16728,2,,5,8,1,2021-06-16 02:00:00,2021-06-16,02:00:00,2
16729,2,,10,5,1,2021-06-16 02:00:00,2021-06-16,02:00:00,12
16730,2,,3,1,1,2021-06-16 02:00:00,2021-06-16,02:00:00,11
16731,3,10,,10,1,2021-06-16 02:00:00,2021-06-16,02:00:00,14
16732,1,1,1,,1,2021-06-16 02:00:00,2021-06-16,02:00:00,7
16733,2,,9,10,1,2021-06-16 02:00:00,2021-06-16,02:00:00,7
16734,3,8,,8,1,2021-06-16 02:00:00,2021-06-16,02:00:00,21
16735,2,,6,4,1,2021-06-16 03:00:00,2021-06-16,03:00:00,20
16736,1,2,1,,1,2021-06-16 03:00:00,2021-06-16,03:00:00,20
16737,1,10,1,,1,2021-06-16 03:00:00,2021-06-16,03:00:00,11
16738,2,,6,5,2,2021-06-16 03:00:00,2021-06-16,03:00:00,12
16739,1,4,1,,1,2021-06-16 03:00:00,2021-06-16,03:00:00,8
16740,3,4,,4,1,2021-06-16 04:00:00,2021-06-16,04:00:00,2
16741,1,6,1,,1,2021-06-16 03:00:00,2021-06-16,03:00:00,2
16742,1,11,1,,2,2021-06-16 03:00:00,2021-06-16,03:00:00,16
16743,1,9,1,,2,2021-06-16 03:00:00,2021-06-16,03:00:00,6
16744,1,11,1,,2,2021-06-16 03:00:00,2021-06-16,03:00:00,6
16745,2,,4,2,1,2021-06-16 03:00:00,2021-06-16,03:00:00,19
16746,3,2,,2,1,2021-06-16 03:00:00,2021-06-16,03:00:00,12
16747,2,,2,7,2,2021-06-16 03:00:00,2021-06-16,03:00:00,10
16748,3,7,,7,2,2021-06-16 03:00:00,2021-06-16,03:00:00,6
16749,2,,1,2,1,2021-06-16 03:00:00,2021-06-16,03:00:00,8
16750,1,11,1,,1,2021-06-16 03:00:00,2021-06-16,03:00:00,1
16751,2,,10,4,1,2021-06-16 03:00:00,2021-06-16,03:00:00,6
16752,3,2,,2,1,2021-06-16 03:00:00,2021-06-16,03:00:00,1
16753,1,11,1,,2,2021-06-16 04:00:00,2021-06-16,04:00:00,19
16754,1,5,1,,1,2021-06-16 04:00:00,2021-06-16,04:00:00,1
16755,2,,2,5,2,2021-06-16 04:00:00,2021-06-16,04:00:00,13
16756,2,,6,3,1,2021-06-16 04:00:00,2021-06-16,04:00:00,7
16757,2,,7,3,1,2021-06-16 04:00:00,2021-06-16,04:00:00,12
16758,2,,8,4,1,2021-06-16 04:00:00,2021-06-16,04:00:00,11
16759,2,,2,5,1,2021-06-16 04:00:00,2021-06-16,04:00:00,1
16760,3,2,,2,1,2021-06-16 04:00:00,2021-06-16,04:00:00,8
16761,2,,7,8,1,2021-06-16 04:00:00,2021-06-16,04:00:00,7
16762,1,3,1,,1,2021-06-16 04:00:00,2021-06-16,04:00:00,10
16763,3,8,,8,1,2021-06-16 04:00:00,2021-06-16,04:00:00,30
16764,2,,6,8,1,2021-06-16 05:00:00,2021-06-16,05:00:00,4
16765,1,11,1,,2,2021-06-16 05:00:00,2021-06-16,05:00:00,4
16766,1,4,1,,1,2021-06-16 05:00:00,2021-06-16,05:00:00,7
16767,1,3,1,,1,2021-06-16 05:00:00,2021-06-16,05:00:00,9
16768,3,1,,1,1,2021-06-16 05:00:00,2021-06-16,05:00:00,16
16769,3,11,,11,1,2021-06-16 05:00:00,2021-06-16,05:00:00,13
16770,2,,11,3,1,2021-06-16 05:00:00,2021-06-16,05:00:00,12
16771,4,,3,,1,2021-06-16 06:00:00,2021-06-16,06:00:00,187
16772,1,11,1,,1,2021-06-16 05:00:00,2021-06-16,05:00:00,2
16773,1,7,1,,1,2021-06-16 05:00:00,2021-06-16,05:00:00,11
16774,2,,6,2,1,2021-06-16 05:00:00,2021-06-16,05:00:00,2
16775,1,4,1,,2,2021-06-16 05:00:00,2021-06-16,05:00:00,18
16776,2,,3,8,1,2021-06-16 05:00:00,2021-06-16,05:00:00,3
16777,1,2,1,,1,2021-06-16 05:00:00,2021-06-16,05:00:00,12
16778,2,,5,3,1,2021-06-16 05:00:00,2021-06-16,05:00:00,7
16779,1,4,1,,2,2021-06-16 06:00:00,2021-06-16,06:00:00,12
16780,2,,3,9,1,2021-06-16 06:00:00,2021-06-16,06:00:00,2
16781,2,,3,1,1,2021-06-16 06:00:00,2021-06-16,06:00:00,9
16782,1,3,1,,1,2021-06-16 06:00:00,2021-06-16,06:00:00,2
16783,3,7,,7,2,2021-06-16 06:00:00,2021-06-16,06:00:00,47
16784,2,,10,7,1,2021-06-16 06:00:00,2021-06-16,06:00:00,17
16785,1,11,1,,1,2021-06-16 06:00:00,2021-06-16,06:00:00,9
16786,3,6,,6,1,2021-06-16 06:00:00,2021-06-16,06:00:00,2
16787,3,1,,1,1,2021-06-16 06:00:00,2021-06-16,06:00:00,8
16788,1,8,1,,1,2021-06-16 06:00:00,2021-06-16,06:00:00,5
16789,3,1,,1,1,2021-06-16 06:00:00,2021-06-16,06:00:00,2
16790,1,8,1,,1,2021-06-16 06:00:00,2021-06-16,06:00:00,18
16791,2,,6,9,1,2021-06-16 07:00:00,2021-06-16,07:00:00,1
16792,3,3,,3,1,2021-06-16 07:00:00,2021-06-16,07:00:00,79
16793,1,11,1,,1,2021-06-16 07:00:00,2021-06-16,07:00:00,2
16794,3,11,,11,2,2021-06-16 07:00:00,2021-06-16,07:00:00,80
16795,1,8,1,,1,2021-06-16 07:00:00,2021-06-16,07:00:00,12
16796,3,1,,1,1,2021-06-16 07:00:00,2021-06-16,07:00:00,1
16797,2,,10,4,2,2021-06-16 07:00:00,2021-06-16,07:00:00,9
16798,2,,6,9,2,2021-06-16 07:00:00,2021-06-16,07:00:00,16
16799,2,,6,5,2,2021-06-16 07:00:00,2021-06-16,07:00:00,20
16800,1,6,1,,1,2021-06-16 07:00:00,2021-06-16,07:00:00,17
16801,2,,4,9,2,2021-06-16 07:00:00,2021-06-16,07:00:00,17
16802,2,,4,9,1,2021-06-16 08:00:00,2021-06-16,08:00:00,2
16803,1,11,1,,2,2021-06-16 08:00:00,2021-06-16,08:00:00,11
16804,2,,9,2,1,2021-06-16 08:00:00,2021-06-16,08:00:00,18
16805,3,9,,9,2,2021-06-16 08:00:00,2021-06-16,08:00:00,149
16806,3,1,,1,1,2021-06-16 08:00:00,2021-06-16,08:00:00,0
16807,1,5,1,,1,2021-06-16 08:00:00,2021-06-16,08:00:00,11
16808,1,3,1,,1,2021-06-16 08:00:00,2021-06-16,08:00:00,5
16809,2,,5,9,1,2021-06-16 08:00:00,2021-06-16,08:00:00,2
16810,1,7,1,,1,2021-06-16 08:00:00,2021-06-16,08:00:00,14
16811,1,3,1,,1,2021-06-16 08:00:00,2021-06-16,08:00:00,9
16812,3,7,,7,2,2021-06-16 08:00:00,2021-06-16,08:00:00,79
16813,1,8,1,,1,2021-06-16 08:00:00,2021-06-16,08:00:00,19
16814,3,1,,1,1,2021-06-16 08:00:00,2021-06-16,08:00:00,0
16815,2,,2,11,1,2021-06-16 08:00:00,2021-06-16,08:00:00,12
16816,3,7,,7,2,2021-06-16 08:00:00,2021-06-16,08:00:00,60
16817,2,,5,2,1,2021-06-16 08:00:00,2021-06-16,08:00:00,9
16818,2,,5,4,1,2021-06-16 09:00:00,2021-06-16,09:00:00,6
16819,2,,5,6,1,2021-06-16 09:00:00,2021-06-16,09:00:00,11
16820,3,5,,5,1,2021-06-16 09:00:00,2021-06-16,09:00:00,35
16821,3,8,,8,1,2021-06-16 09:00:00,2021-06-16,09:00:00,13
16822,2,,4,10,1,2021-06-16 09:00:00,2021-06-16,09:00:00,5
16823,2,,5,3,1,2021-06-16 09:00:00,2021-06-16,09:00:00,14
16824,3,8,,8,1,2021-06-16 09:00:00,2021-06-16,09:00:00,31
16825,1,6,1,,1,2021-06-16 09:00:00,2021-06-16,09:00:00,2
16826,1,3,1,,1,2021-06-16 09:00:00,2021-06-16,09:00:00,6
16827,3,9,,9,2,2021-06-16 09:00:00,2021-06-16,09:00:00,46
16828,2,,4,3,1,2021-06-16 09:00:00,2021-06-16,09:00:00,12
16829,3,8,,8,1,2021-06-16 09:00:00,2021-06-16,09:00:00,4
16830,2,,10,1,1,2021-06-16 10:00:00,2021-06-16,10:00:00,12
16831,1,2,1,,1,2021-06-16 10:00:00,2021-06-16,10:00:00,14
16832,3,9,,9,2,2021-06-16 10:00:00,2021-06-16,10:00:00,75
16833,2,,7,4,2,2021-06-16 10:00:00,2021-06-16,10:00:00,20
16834,2,,5,7,1,2021-06-16 10:00:00,2021-06-16,10:00:00,3
16835,1,3,1,,1,2021-06-16 10:00:00,2021-06-16,10:00:00,1
16836,3,9,,9,2,2021-06-16 10:00:00,2021-06-16,10:00:00,166
16837,1,3,1,,1,2021-06-16 10:00:00,2021-06-16,10:00:00,9
16838,3,1,,1,1,2021-06-16 10:00:00,2021-06-16,10:00:00,0
